d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_51_30_658_marci.eredeti_0.png,0,1,Tr1_0.00,1.04,[Tr],Flash,1,Exp,807,Iso,80,PhysDev,HTC_U11,fitrot,-68.70,Fit4C 89.30 90.37,Tr0_Lw,1.61,1.06,Tr0_0.00,3.59,1.03,Tr1_Lw,2.14,1.10,Tr1_0.00,1.04,-0.28,Ci_Lw,1.35,1.84,Ci,3.30,1.03,
d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_52_22_187_marci.eredeti_0.png,0,2,nofit,[Tr]!![Tr],Flash,1,Exp,688,Iso,80,PhysDev,HTC_U11,fitrot,-28.52,Fit4C 88.82 91.08,nofit,
d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_52_44_387_marci.eredeti_0.png,0,1,Tr1_Lw,-1.08,[Tr],Flash,1,Exp,755,Iso,80,PhysDev,HTC_U11,fitrot,-68.47,Fit4C 89.60 90.30,Tr0_Lw,1.54,1.02,Tr0_0.00,4.33,1.08,Tr1_Lw,-1.08,-2.08,Tr1_0.00,0.99,-0.34,Ci_Lw,1.22,1.74,Ci,3.72,1.05,
d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_52_58_035_marci.eredeti_0.png,0,1,Tr1_0.00,0.87,[Tr],Flash,1,Exp,807,Iso,80,PhysDev,HTC_U11,fitrot,-70.29,Fit4C 89.55 90.26,Tr0_Lw,1.21,0.41,Tr0_0.00,5.03,1.12,Tr1_Lw,1.88,0.88,Tr1_0.00,0.87,-0.51,Ci_Lw,1.21,1.71,Ci,3.22,1.02,
d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_54_44_071_marci.eredeti_0.png,0,2,nofit,[Tr]!![Tr],Flash,1,Exp,807,Iso,80,PhysDev,HTC_U11,fitrot,-13.81,Fit4C 89.25 90.66,nofit,
d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_54_58_566_marci.eredeti_0.png,0,1,Tr1_Lw,-1.43,[Tr],Flash,1,Exp,780,Iso,80,PhysDev,HTC_U11,fitrot,-63.34,Fit4C 89.25 90.49,Tr0_Lw,1.58,1.05,Tr0_0.00,3.74,1.04,Tr1_Lw,-1.43,-2.43,Tr1_0.00,1.16,-0.12,Ci_Lw,1.30,1.99,Ci,3.77,1.06,
d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_55_13_457_marci.eredeti_0.png,0,1,Tr1_0.00,0.86,[Tr],Flash,1,Exp,807,Iso,78,PhysDev,HTC_U11,fitrot,-62.77,Fit4C 89.26 90.45,Tr0_Lw,1.74,1.14,Tr0_0.00,4.31,1.08,Tr1_Lw,2.22,1.15,Tr1_0.00,0.86,-0.52,Ci_Lw,1.23,1.77,Ci,3.05,1.01,
d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_55_42_009_marci.eredeti_0.png,0,2,nofit,[Tr]!![Tr],Flash,1,Exp,731,Iso,80,PhysDev,HTC_U11,fitrot,21.47,Fit4C 89.10 90.76,nofit,
d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_55_53_613_marci.eredeti_0.png,0,1,Tr1_Lw,-1.99,[Tr],Flash,1,Exp,807,Iso,78,PhysDev,HTC_U11,fitrot,-66.38,Fit4C 89.72 90.35,Tr0_Lw,1.56,1.04,Tr0_0.00,4.07,1.06,Tr1_Lw,-1.99,-2.99,Tr1_0.00,1.07,-0.24,Ci_Lw,1.41,1.63,Ci,3.41,1.04,
d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_56_21_151_marci.eredeti_0.png,0,1,Tr1_Lw,-2.15,[Tr],Flash,1,Exp,807,Iso,80,PhysDev,HTC_U11,fitrot,-63.25,Fit4C 89.49 90.37,Tr0_Lw,1.42,0.84,Tr0_0.00,5.35,1.14,Tr1_Lw,-2.15,-3.15,Tr1_0.00,1.24,-0.01,Ci_Lw,1.20,1.68,Ci,3.23,1.02,
d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_56_39_584_marci.eredeti_0.png,0,1,Tr1_0.00,0.97,[Tr],Flash,1,Exp,807,Iso,80,PhysDev,HTC_U11,fitrot,-64.79,Fit4C 89.75 90.18,Tr0_Lw,1.90,1.23,Tr0_0.00,3.62,1.04,Tr1_Lw,1.57,0.57,Tr1_0.00,0.97,-0.38,Ci_Lw,1.44,1.52,Ci,3.45,1.04,
d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_56_52_723_marci.eredeti_0.png,0,2,nofit,[Tr]!![Tr],Flash,1,Exp,807,Iso,80,PhysDev,HTC_U11,fitrot,0.27,Fit4C 89.19 90.76,nofit,
d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_57_10_826_marci.eredeti_0.png,0,1,Tr1_Lw,-1.42,[Tr],Flash,1,Exp,755,Iso,80,PhysDev,HTC_U11,fitrot,-67.90,Fit4C 89.74 90.20,Tr0_Lw,2.01,1.29,Tr0_0.00,5.44,1.14,Tr1_Lw,-1.42,-2.42,Tr1_0.00,0.96,-0.39,Ci_Lw,1.12,1.42,Ci,3.42,1.04,
d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_57_26_353_marci.eredeti_0.png,0,1,Tr1_0.00,0.99,[Tr],Flash,1,Exp,807,Iso,80,PhysDev,HTC_U11,fitrot,-71.34,Fit4C 89.88 90.19,Tr0_Lw,1.33,0.65,Tr0_0.00,3.92,1.05,Tr1_Lw,1.99,0.99,Tr1_0.00,0.99,-0.35,Ci_Lw,1.38,1.74,Ci,3.86,1.06,
